Dividends,Header,Currency,Date,Description,Amount
Dividends,Data,USD,4/1/2024,RICK(US74934Q1085) Cash Dividend USD 0.06 per Share (Ordinary Dividend),3.06
Dividends,Data,USD,4/4/2024,VICI(US9256521090) Cash Dividend USD 0.415 per Share (Ordinary Dividend),36.52
Dividends,Data,USD,4/9/2024,GMRE(US37954A2042) Cash Dividend USD 0.21 per Share (Ordinary Dividend),42
Dividends,Data,USD,4/12/2024,ADC(US0084921008) Payment in Lieu of Dividend (Ordinary Dividend),2.72
Dividends,Data,USD,4/12/2024,ADC(US0084921008) Cash Dividend USD 0.247 per Share (Ordinary Dividend),13.83
Dividends,Data,USD,4/12/2024,UNIT(US91325V1089) Payment in Lieu of Dividend (Ordinary Dividend),28.8
Dividends,Data,USD,4/15/2024,ARE(US0152711091) Cash Dividend USD 1.27 per Share (Ordinary Dividend),35.56
Dividends,Data,USD,4/15/2024,EPR(US26884U1097) Cash Dividend USD 0.285 per Share (Ordinary Dividend),17.67
Dividends,Data,USD,4/15/2024,NLCP(US6514951036) Cash Dividend USD 0.41 per Share (Ordinary Dividend),41
Dividends,Data,USD,4/15/2024,SAFE(US78646V1070) Cash Dividend USD 0.177 per Share (Ordinary Dividend),0.18
Dividends,Data,USD,4/15/2024,SAFE(US78646V1070) Payment in Lieu of Dividend (Ordinary Dividend),24.6
Dividends,Data,USD,4/15/2024,STAG(US85254J1025) Cash Dividend USD 0.123333 per Share (Ordinary Dividend),4.52
Dividends,Data,USD,5/1/2024,MPW(US58463J3041) Payment in Lieu of Dividend (Ordinary Dividend),45.9
Dividends,Data,USD,5/14/2024,ADC(US0084921008) Cash Dividend USD 0.25 per Share (Ordinary Dividend),16.75
Dividends,Data,USD,5/15/2024,EPR(US26884U1097) Cash Dividend USD 0.285 per Share (Ordinary Dividend),17.67
Dividends,Data,USD,5/15/2024,STAG(US85254J1025) Cash Dividend USD 0.123333 per Share (Ordinary Dividend),4.52
Dividends,Data,USD,6/3/2024,MAC(US5543821012) Cash Dividend USD 0.17 per Share (Ordinary Dividend),19.55
Dividends,Data,USD,6/14/2024,ADC(US0084921008) Cash Dividend USD 0.25 per Share (Ordinary Dividend),16.75
Dividends,Data,USD,6/17/2024,EPR(US26884U1097) Cash Dividend USD 0.285 per Share (Ordinary Dividend),17.67
Dividends,Data,USD,6/17/2024,STAG(US85254J1025) Cash Dividend USD 0.123333 per Share (Ordinary Dividend),4.52
Dividends,Data,USD,6/24/2024,BTG (CA11777Q2099) Cash Dividend USD 0.04 (Ordinary Dividend),108.32
Dividends,Data,USD,6/28/2024,CCI(US22822V1017) Cash Dividend USD 1.565 per Share (Ordinary Dividend),31.3
Dividends,Data,USD,6/28/2024,OUT(US69007J1060) Cash Dividend USD 0.30 per Share (Ordinary Dividend),23.1
Dividends,Data,USD,6/28/2024,RICK(US74934Q1085) Cash Dividend USD 0.06 per Share (Ordinary Dividend),3.06
Dividends,Data,USD,6/28/2024,UNIT(US91325V1089) Cash Dividend USD 0.15 per Share (Ordinary Dividend),28.8
